id	tweet_id	tweet_url	user_id	tweet	target_word	Aggression	Emotion	Emphasis	Auxiliary	Signal Group Identity	Non-vulgar	majority	has_majority
402833585_939293599916797952_11	939293599916797952	https://twitter.com/realdonaldtrump/status/939293599916797952	402833585	Spicy Thanksgiving takes from anti-Palestine people is an example of peak <b>bullshit</b> <URL>	bullshit	0	5	1	1	0	0	1	1
38515972_23225502890205185_7	23225502890205185	https://twitter.com/realdonaldtrump/status/23225502890205185	38515972	#jwoww dying to see her knock this <b>bitch</b> out	bitch	5	0	2	0	0	0	0	1
363701612_430524833126830080_8	430524833126830080	https://twitter.com/realdonaldtrump/status/430524833126830080	363701612	<USER> That's exactly what they fought for you <b>jackass!</b> Freedom and civil liberty to ALL American citizens...	jackass	6	0	0	0	1	0	0	1
2329522094_494880160282198017_13	494880160282198017	https://twitter.com/realdonaldtrump/status/494880160282198017	2329522094	To me, the best characters are the ones seeking redemption. Gotta go through <b>Hell</b> before reaching Heaven.	hell	0	1	0	2	0	4	5	1
726787651_895434179751682048_11	895434179751682048	https://twitter.com/realdonaldtrump/status/895434179751682048	726787651	<USER> <USER> Very underrated compared to like mcdonalds, baconnators are the <b>shiznit.</b>	shiznit	0	2	2	3	0	0	3	1
2326335598_563584738519437312_3	563584738519437312	https://twitter.com/realdonaldtrump/status/563584738519437312	2326335598	Fuck the feds <b>Fuck</b> a piss test I been gettin trippy my whole life and I ain't dead yet	fuck	5	2	0	0	0	0	0	1
3145284958_697256515636457472_2	697256515636457472	https://twitter.com/realdonaldtrump/status/697256515636457472	3145284958	<USER> A <b>hoe</b> is a gardening tool.	hoe	0	0	0	1	0	6	5	1
1457976612_470000196156268544_0	470000196156268544	https://twitter.com/realdonaldtrump/status/470000196156268544	1457976612	<b>Fuck</b> california mannn the traffics so terrible i spent half my trip in the car	fuck	3	4	0	0	0	0	1	1
54603287_575310246924697603_9	575310246924697603	https://twitter.com/realdonaldtrump/status/575310246924697603	54603287	everyone is at school whilst i'm enjoying this bomb <b>ass</b> sandwich at home bless my mom	ass	0	2	3	2	0	0	2	1
1064542524_317314752470720513_3	317314752470720513	https://twitter.com/realdonaldtrump/status/317314752470720513	1064542524	Woah, you're a <b>dick.</b> #notbestfriends	dick	4	2	0	0	1	0	0	1
3324801909_705130586436997121_5	705130586436997121	https://twitter.com/realdonaldtrump/status/705130586436997121	3324801909	I'll be glad when that <b>damn</b> dog filter on snapchat is gone.	damn	1	1	5	0	0	0	2	1
592656878_479611460968931328_2	479611460968931328	https://twitter.com/realdonaldtrump/status/479611460968931328	592656878	<USER> <URL> <b>Ho</b> hum, just the Herald taking your work again.	ho	0	0	0	0	0	7	5	1
1304032742_389865668939874306_21	389865668939874306	https://twitter.com/realdonaldtrump/status/389865668939874306	1304032742	<USER> I agree, enough is enough. They can't let it go. Could've moved on peacefully, but instead she's obsessed with starting <b>shit</b>	shit	0	2	3	2	0	0	2	1
57450391_5239888953_1	5239888953	https://twitter.com/realdonaldtrump/status/5239888953	57450391	-*( <b>...Fuck</b> That iit!	fuck	2	3	2	0	0	0	1	1
1155422263_372488388269453312_8	372488388269453312	https://twitter.com/realdonaldtrump/status/372488388269453312	1155422263	I am so tired of all the senseless <b>bullshit</b> people start because their life is so boring. They bring problems for themselves and others	bullshit	0	4	3	0	0	0	1	1
83103682_896785654536970241_7	896785654536970241	https://twitter.com/realdonaldtrump/status/896785654536970241	83103682	But I've not forgotten the EUR40m Paulinho <b>bullshit.</b> E be like say eiye boys hold Bartomeu for corner, slap am, obtain him money.	bullshit	0	2	4	1	0	0	2	1
23024198_835212903305383937_3	835212903305383937	https://twitter.com/realdonaldtrump/status/835212903305383937	23024198	<USER> thank you, <b>bitch.</b>	bitch	6	0	1	0	0	0	0	1
891386358_481894826711855105_1	481894826711855105	https://twitter.com/realdonaldtrump/status/481894826711855105	891386358	<USER>_dressler <b>damn</b> it, apparently I need an umbrella.	damn	0	6	1	0	0	0	1	1
3383920751_632730155505569792_1	632730155505569792	https://twitter.com/realdonaldtrump/status/632730155505569792	3383920751	So <b>fucking</b> annoyed	fucking	0	4	3	0	0	0	1	1
3066168378_834916084742504448_7	834916084742504448	https://twitter.com/realdonaldtrump/status/834916084742504448	3066168378	<USER> keep ur greedy little hands the <b>FUCK</b> away from my legal medicine. My consumption is between ... <URL>	fuck	2	3	2	0	0	0	1	1
1942892784_450850853734604801_3	450850853734604801	https://twitter.com/realdonaldtrump/status/450850853734604801	1942892784	<USER> ugh those <b>bitches</b> will get theirs.lies always are transparent & found.cant wait 4 thier demise.true talent is no comparison to gossip!	bitches	2	0	0	0	5	0	4	1
1679511272_889552032050233345_2	889552032050233345	https://twitter.com/realdonaldtrump/status/889552032050233345	1679511272	<USER> Give'em <b>hell.</b> See you at RioT Wed.	hell	0	2	3	1	0	1	2	1
31220313_212345884875292672_0	212345884875292672	https://twitter.com/realdonaldtrump/status/212345884875292672	31220313	<b>Damn.</b> Why is Bibo Wine Bar closed on Mondays? I would like a nice glass of wine. And I have none. :(	damn	0	2	3	0	0	2	2	1
860353074_708316826204184582_11	708316826204184582	https://twitter.com/realdonaldtrump/status/708316826204184582	860353074	and it sounds like there's 100 of them like shit your <b>fuck</b> up Please	fuck	4	2	1	0	0	0	0	1
1140943262_761413429756174336_4	761413429756174336	https://twitter.com/realdonaldtrump/status/761413429756174336	1140943262	Beggars can't be choosers, <b>bitch</b> this ain't Chipotle	bitch	4	0	2	0	1	0	0	1
582324504_666857834353713152_8	666857834353713152	https://twitter.com/realdonaldtrump/status/666857834353713152	582324504	<USER> then y'all quit being a bunch of <b>twat</b> waffles	twat	2	1	3	1	0	0	2	1
426949977_872209685402832902_17	872209685402832902	https://twitter.com/realdonaldtrump/status/872209685402832902	426949977	Avocado hand seems to be based on what Dave Barry said over a decade ago about how <b>damn</b> hard it it to cut open a bagel - just diff. food.	damn	0	0	7	0	0	0	2	1
2396506754_744216772266557440_11	744216772266557440	https://twitter.com/realdonaldtrump/status/744216772266557440	2396506754	<USER> probably true, I'm sure he shorted ETH and DAO to <b>shit.</b> So likely made a killing.	shit	0	3	2	2	0	0	1	1
565417834_676363864330469377_2	676363864330469377	https://twitter.com/realdonaldtrump/status/676363864330469377	565417834	Hey Monday <b>fuck</b> you.	fuck	6	1	0	0	0	0	0	1
3132206668_680498832572985344_17	680498832572985344	https://twitter.com/realdonaldtrump/status/680498832572985344	3132206668	<USER> I got new headphones for Christmas and discovered you! #TheBestBandInTheWorld THANK YOU FOR A WONDERFUL CHRISTMAS <b>Fuck</b> yeah	fuck	0	4	3	0	0	0	1	1
755380856_295595213987139584_11	295595213987139584	https://twitter.com/realdonaldtrump/status/295595213987139584	755380856	<USER> <USER> its all good, just thought we had ghosts and <b>shit...</b>	shit	0	0	1	5	1	0	3	1
55977340_5129564326_14	5129564326	https://twitter.com/realdonaldtrump/status/5129564326	55977340	Hey Vols...we're gonna beat the hell out of you..rammer jammer yellow hammer give 'em <b>hell</b> ALABAMA!	hell	1	1	1	2	1	1	3	1
84164465_846609922318045185_6	846609922318045185	https://twitter.com/realdonaldtrump/status/846609922318045185	84164465	<USER> why is this so relatable <b>damn</b>	damn	0	5	2	0	0	0	1	1
2596713783_755567771526631424_4	755567771526631424	https://twitter.com/realdonaldtrump/status/755567771526631424	2596713783	I'm gonna be so <b>pissed</b> if this is a joke	pissed	0	4	1	2	0	0	1	1
2305041670_659112373551239168_26	659112373551239168	https://twitter.com/realdonaldtrump/status/659112373551239168	2305041670	I walk into my living room and hear AJ Lee's theme and I'm like OMG WHERE IS THAT COMING FROM?!?? It was the wwe scooby doo <b>shit</b>	shit	0	2	5	0	0	0	2	1
128745116_321752561805840384_12	321752561805840384	https://twitter.com/realdonaldtrump/status/321752561805840384	128745116	<USER> yes! Right after Tard someone had a girl named Enola Gay <b>Dick.</b>	dick	0	0	0	1	0	6	5	1
860353074_925781384752398337_1	925781384752398337	https://twitter.com/realdonaldtrump/status/925781384752398337	860353074	<USER> <b>bitch</b>	bitch	4	1	0	1	1	0	0	1
2304730455_531205629852258305_5	531205629852258305	https://twitter.com/realdonaldtrump/status/531205629852258305	2304730455	Lifes a giant pile of <b>shit</b> full of losses	shit	0	5	0	2	0	0	1	1
102872465_509171970974294016_12	509171970974294016	https://twitter.com/realdonaldtrump/status/509171970974294016	102872465	#ChrisBerman is so terrible I can't even come up with a smart <b>ass</b> comment.	ass	1	1	3	1	1	0	2	1
335474206_904369633175773184_6	904369633175773184	https://twitter.com/realdonaldtrump/status/904369633175773184	335474206	Smh I just chocked on the <b>cracker</b> during communion [?]	cracker	0	0	0	0	0	7	5	1
450318581_835934110791118849_6	835934110791118849	https://twitter.com/realdonaldtrump/status/835934110791118849	450318581	Me: wow traffic in London is <b>shit</b> today. BBC: uMm Sherlock and John aren't in lovE????? #norbury	shit	1	5	0	1	0	0	1	1
165212719_904256875423780864_23	904256875423780864	https://twitter.com/realdonaldtrump/status/904256875423780864	165212719	I don't condone cheating, but I you do it, please don't downgrade because I'm not gonna be mad I'm just gonna laugh that <b>shit</b> off.	shit	0	2	2	3	0	0	3	1
65077900_96377935606452224_4	96377935606452224	https://twitter.com/realdonaldtrump/status/96377935606452224	65077900	<USER> <USER> wasn't that <b>'Jackass'</b>	jackass'	0	1	0	0	1	5	5	1
153494612_944139028370161664_3	944139028370161664	https://twitter.com/realdonaldtrump/status/944139028370161664	153494612	Problem 1. This <b>damn</b> dog	damn	0	0	7	0	0	0	2	1
1072639190_342658520782602240_7	342658520782602240	https://twitter.com/realdonaldtrump/status/342658520782602240	1072639190	I wish you would stop being so <b>fucking</b> rude.	fucking	0	1	6	0	0	0	2	1
49862659_278148522824589315_3	278148522824589315	https://twitter.com/realdonaldtrump/status/278148522824589315	49862659	It is too <b>fucking</b> cold outside #aintnobodygottimefothis	fucking	0	0	7	0	0	0	2	1
2177326815_748189311120572416_4	748189311120572416	https://twitter.com/realdonaldtrump/status/748189311120572416	2177326815	These are some rude <b>ass</b> bitches! I don't Iknow what it is about me that makes other females hate on me. FML!	ass	2	1	4	0	0	0	2	1
81395899_896267534760071168_6	896267534760071168	https://twitter.com/realdonaldtrump/status/896267534760071168	81395899	#ATLMansionPoolParty AUGUST 20TH RENTED A LIT <b>ASS</b> MANSION - INDOOR & OUTDOOR EVENT - FREE FOOD - OPEN BAR <URL> x3	ass	0	0	6	1	0	0	2	1
2733399521_504057719503212545_0	504057719503212545	https://twitter.com/realdonaldtrump/status/504057719503212545	2733399521	<b>damn</b> 3 vid in one night <URL>	damn	0	4	3	0	0	0	1	1
1486782727_363464102414254080_2	363464102414254080	https://twitter.com/realdonaldtrump/status/363464102414254080	1486782727	<USER> <USER> <b>damn</b>	damn	0	5	1	1	0	0	1	1
772443326_940969464073474050_14	940969464073474050	https://twitter.com/realdonaldtrump/status/940969464073474050	772443326	rarely if ever do episodes of sci fi shows actually scare me but holy <b>shit</b> the gentlemen episode of buffy and that... <URL>	shit	0	2	4	1	0	0	2	1
377782593_404303180810313728_16	404303180810313728	https://twitter.com/realdonaldtrump/status/404303180810313728	377782593	#myfirstalbum was a compilation called best of the Brits.The first three songs:1)Babba O'Rielly2)Maggie May 3)Our House.Great <b>fuckin</b> album.	fuckin	1	1	4	0	0	1	2	1
88832928_875378149420179458_14	875378149420179458	https://twitter.com/realdonaldtrump/status/875378149420179458	88832928	You know America has jumped the shark when the New York Times spews ideological <b>bullshit</b> and Sarah Palin is the voice of reason. #alexandria	bullshit	0	1	4	2	0	0	2	1
1458702668_342116995594067968_12	342116995594067968	https://twitter.com/realdonaldtrump/status/342116995594067968	1458702668	<USER> - your poop snap is not going away. It's frozen. Your <b>shit</b> has ended my technology.	shit	0	0	1	5	1	0	3	1
30767096_878828992228458496_21	878828992228458496	https://twitter.com/realdonaldtrump/status/878828992228458496	30767096	Pretty much all of these songs read with the emotional maturity of what they were making in 2004. Some of this <b>shit</b> made me roll my eyes!	shit	0	4	1	2	0	0	1	1
362896236_578240930739671041_6	578240930739671041	https://twitter.com/realdonaldtrump/status/578240930739671041	362896236	<USER> I need to move my <b>ass</b> and make you some!!	ass	0	2	0	5	0	0	3	1
470830894_213858451502272513_20	213858451502272513	https://twitter.com/realdonaldtrump/status/213858451502272513	470830894	<USER> My brain is lying to me. Thanks for helping me remember that. Mutters while walking out the door *lying <b>bastard.</b> lying bastard*	bastard	5	0	2	0	0	0	0	1
470830894_213858451502272513_22	213858451502272513	https://twitter.com/realdonaldtrump/status/213858451502272513	470830894	<USER> My brain is lying to me. Thanks for helping me remember that. Mutters while walking out the door *lying bastard. lying <b>bastard*</b>	bastard	4	1	0	1	1	0	0	1
369332000_265561976367894528_9	265561976367894528	https://twitter.com/realdonaldtrump/status/265561976367894528	369332000	Something magical happens when you just stop giving a <b>fuck.'</b> <USER>	fuck.'	0	3	1	2	1	0	1	1
6332682_624266780358377472_4	624266780358377472	https://twitter.com/realdonaldtrump/status/624266780358377472	6332682	A quick trip to <b>Hell</b> &amp; back today with emiej. Took Hell Road and not the #highwaytohell #somanyjokes... <URL>	hell	0	1	1	3	0	2	3	1
98987041_817973195521355776_14	817973195521355776	https://twitter.com/realdonaldtrump/status/817973195521355776	98987041	WHY are girls so nice in the bathroom? lmao. like any other place we're <b>bitches,</b> but the bathroom? shiiii i gotcha girl	bitches	0	0	0	1	6	0	4	1
265656693_938736768509235200_15	938736768509235200	https://twitter.com/realdonaldtrump/status/938736768509235200	265656693	<USER> First: this chick likes dope music. I want to be her friend Now: holy <b>shit</b> she's radical af I need to catch up	shit	0	3	4	0	0	0	2	1
23024198_536752952623783936_3	536752952623783936	https://twitter.com/realdonaldtrump/status/536752952623783936	23024198	<USER> is my <b>bitch</b>	bitch	4	0	0	1	2	0	0	1
247059779_254622160088334336_5	254622160088334336	https://twitter.com/realdonaldtrump/status/254622160088334336	247059779	<USER> <USER> <USER> If I'm <b>shit</b> this should be my next profile picture	shit	0	4	0	3	0	0	1	1
604543285_215135061601820673_10	215135061601820673	https://twitter.com/realdonaldtrump/status/215135061601820673	604543285	lol virgirnas worst day seems pretty nice right about now <b>fuck</b> tennesse	fuck	4	3	0	0	0	0	0	1
298314389_927268057688498177_15	927268057688498177	https://twitter.com/realdonaldtrump/status/927268057688498177	298314389	This Sutherland springs bullshit is so fake like such things are rare to happen to <b>fuck</b> off the government set it all up	fuck	3	2	1	1	0	0	0	1
35345021_256864349858189312_5	256864349858189312	https://twitter.com/realdonaldtrump/status/256864349858189312	35345021	<USER> I don't want a <b>hoe</b> I want a sweet respectable cute girl wit a big booty lol	hoe	1	1	0	2	3	0	4	1
694721109057523712_703364436766154752_3	703364436766154752	https://twitter.com/realdonaldtrump/status/703364436766154752	694721109057523712	<USER> Bob the <b>Bastard</b>	bastard	5	0	0	0	1	1	0	1
1566249109_859726540862615552_7	859726540862615552	https://twitter.com/realdonaldtrump/status/859726540862615552	1566249109	<USER> <USER> Churt: noun - being a <b>cunt</b> to people who are hurting	cunt	4	0	1	1	1	0	0	1
822210312_436200891830370304_11	436200891830370304	https://twitter.com/realdonaldtrump/status/436200891830370304	822210312	Pumped to see the #shockers on the cover of Sports Illustrated. <b>Damn</b> straight they're the undefeated monsters of the Midwest! #hometownpride	damn	0	3	4	0	0	0	2	1
33739610_451917482589425665_0	451917482589425665	https://twitter.com/realdonaldtrump/status/451917482589425665	33739610	<b>Damn.</b> DAMN. That's literally all I can say. <USER> continues to prove her greatness. #Scandal #ScandalThursday	damn	0	6	1	0	0	0	1	1
876192169_473540357368467457_16	473540357368467457	https://twitter.com/realdonaldtrump/status/473540357368467457	876192169	<USER> <USER> <USER> I only watched until KC was killed BOO! Wish he wouldn't die so <b>damn</b> much! BOO AGAIN!	damn	0	0	6	0	0	1	2	1
15929888_798358658212122625_15	798358658212122625	https://twitter.com/realdonaldtrump/status/798358658212122625	15929888	Soothes Working Man's Hands! My husband brought some of this home after seeing it at <b>Ho...</b> <URL> <URL>	ho	0	0	0	1	1	5	5	1
1932552169_491048993825095680_8	491048993825095680	https://twitter.com/realdonaldtrump/status/491048993825095680	1932552169	<USER> How about you shut up you stupid <b>fucker</b> if you're going to say something make it something intelligent or keep your mouth shut	fucker	6	0	0	0	1	0	0	1
22192955_615200311712612352_5	615200311712612352	https://twitter.com/realdonaldtrump/status/615200311712612352	22192955	dollgrave: it's 2015, wake the <b>fuck</b> up people. girls don't HAVE to shave, being gay isn't a choice, racism... <URL>	fuck	0	3	4	0	0	0	2	1
56048947_906892633120940032_5	906892633120940032	https://twitter.com/realdonaldtrump/status/906892633120940032	56048947	<USER> Because you are an <b>asshole</b> trying to glom off this. Unless you go to Florida this week and help th... <URL>	asshole	3	2	2	0	0	0	0	1
2866251564_851257888152604672_10	851257888152604672	https://twitter.com/realdonaldtrump/status/851257888152604672	2866251564	me: i have no confidence i'm so ugly also me: <b>bitch</b> i look not to be a narcissist but have you seen This selfie wow i slay rt	bitch	5	0	1	1	0	0	0	1
58113148_454658865213497344_8	454658865213497344	https://twitter.com/realdonaldtrump/status/454658865213497344	58113148	<USER> bitch quit takin selfies and bring up <b>ass</b> to school	ass	3	0	1	2	1	0	0	1
239975574_937671094701645824_4	937671094701645824	https://twitter.com/realdonaldtrump/status/937671094701645824	239975574	<USER> Resign you fascist <b>fuckface.</b>	fuckface	6	1	0	0	0	0	0	1
58113148_454658865213497344_1	454658865213497344	https://twitter.com/realdonaldtrump/status/454658865213497344	58113148	<USER> <b>bitch</b> quit takin selfies and bring up ass to school	bitch	6	0	0	0	1	0	0	1
368957972_879494689367482368_11	879494689367482368	https://twitter.com/realdonaldtrump/status/879494689367482368	368957972	Finn Balor teaming with Jeff Hardy kinda makes up for the <b>shit</b> day I've been having #RAW <URL>	shit	0	4	3	0	0	0	1	1
594913523_862820687442055169_8	862820687442055169	https://twitter.com/realdonaldtrump/status/862820687442055169	594913523	<USER> Take me.... Use your tentacles like long <b>cocks</b>	cocks	0	0	3	4	0	0	3	1
1329639396_924031659086925825_9	924031659086925825	https://twitter.com/realdonaldtrump/status/924031659086925825	1329639396	This is fucked up <USER> You corrupt piece of <b>shit!!</b> You arent a businessman! You're a failure! Loser!! <URL>	shit	7	0	0	0	0	0	0	1
424507759_173184186172194816_3	173184186172194816	https://twitter.com/realdonaldtrump/status/173184186172194816	424507759	gunna have a <b>damn</b> good friday and get to see one of my good friends for the last tiime cuz hes goin to prison for 10 years:(	damn	0	0	7	0	0	0	2	1
1329639396_924031659086925825_2	924031659086925825	https://twitter.com/realdonaldtrump/status/924031659086925825	1329639396	This is <b>fucked</b> up <USER> You corrupt piece of shit!! You arent a businessman! You're a failure! Loser!! <URL>	fucked	4	2	1	0	0	0	0	1
415245900_447778375050874880_12	447778375050874880	https://twitter.com/realdonaldtrump/status/447778375050874880	415245900	like do you know yo breath smells like deep rooted unwashed hot <b>ass</b> when you eat them?	ass	2	0	3	2	0	0	2	1
16279836_14017817266_14	14017817266	https://twitter.com/realdonaldtrump/status/14017817266	16279836	<USER> it'll be bad news if I see him...I wanna cut his balls off...stupid <b>bastard.</b>	bastard	6	1	0	0	0	0	0	1
16895618_700423586377379840_2	700423586377379840	https://twitter.com/realdonaldtrump/status/700423586377379840	16895618	How the <b>hell</b> did I think I could cover the history and context of Othello in one, fifty-minute class period?	hell	0	5	1	0	0	1	1	1
18658220_1864748461_10	1864748461	https://twitter.com/realdonaldtrump/status/1864748461	18658220	OH MY GOD I'M FINALLY MOVED OUT. That took so <b>fucking</b> long	fucking	0	2	5	0	0	0	2	1
118944861_488933678760722432_3	488933678760722432	https://twitter.com/realdonaldtrump/status/488933678760722432	118944861	<USER> fall the <b>fuck</b> back	fuck	4	0	3	0	0	0	0	1
540580176_399792585620746240_6	399792585620746240	https://twitter.com/realdonaldtrump/status/399792585620746240	540580176	<USER> call him and wake his <b>ass</b> up	ass	0	0	3	4	0	0	3	1
2274700938_575024330893103105_7	575024330893103105	https://twitter.com/realdonaldtrump/status/575024330893103105	2274700938	<USER> I GOT IT YOU SNEAKY BEAUTIFUL <b>FUCK</b>	fuck	1	2	3	1	0	0	2	1
18556300_699661667030822912_3	699661667030822912	https://twitter.com/realdonaldtrump/status/699661667030822912	18556300	The road to <b>hell</b> was paved with good intentions.' Moral hazards. <URL>	hell	0	0	0	2	0	5	5	1
555238159_294555238793375744_16	294555238793375744	https://twitter.com/realdonaldtrump/status/294555238793375744	555238159	Can't wait for the next episode of The Following. Kevin Bacon and James Purefoy have a <b>hell</b> of a show	hell	0	2	3	2	0	0	2	1
2430793050_468217926173356032_9	468217926173356032	https://twitter.com/realdonaldtrump/status/468217926173356032	2430793050	<USER> I fucking hate Jason derulo. Get off the <b>damn</b> stage, you're fired' Amen!	damn	1	0	5	1	0	0	2	1
741618583_506519068619194368_1	506519068619194368	https://twitter.com/realdonaldtrump/status/506519068619194368	741618583	<USER> <b>hell,</b> we all freaking need it. #jobsecurity	hell	0	4	3	0	0	0	1	1
21675274_923565230453600257_7	923565230453600257	https://twitter.com/realdonaldtrump/status/923565230453600257	21675274	#TodayInTVhistory (10-26-1988) #Sitcom, #TheVanDykeShow, starring Dick Van <b>Dyke</b> (#TheDickVanDykeShow, #DiagnosisMu...... <URL>	dyke	0	0	0	0	0	7	5	1
21675274_923565230453600257_5	923565230453600257	https://twitter.com/realdonaldtrump/status/923565230453600257	21675274	#TodayInTVhistory (10-26-1988) #Sitcom, #TheVanDykeShow, starring <b>Dick</b> Van Dyke (#TheDickVanDykeShow, #DiagnosisMu...... <URL>	dick	0	0	0	0	0	7	5	1
151612183_88821877723770881_17	88821877723770881	https://twitter.com/realdonaldtrump/status/88821877723770881	151612183	If you don't wanna talk back... Cool.. I'll just unfollow yo stank ass! You look dumb as <b>hell</b> anyway.	hell	1	0	6	0	0	0	2	1
151612183_88821877723770881_12	88821877723770881	https://twitter.com/realdonaldtrump/status/88821877723770881	151612183	If you don't wanna talk back... Cool.. I'll just unfollow yo stank <b>ass!</b> You look dumb as hell anyway.	ass	6	0	0	1	0	0	0	1
50833514_657776455494017025_2	657776455494017025	https://twitter.com/realdonaldtrump/status/657776455494017025	50833514	What the <b>hell</b> did Salvador Perez just say? #KCvsTOR	hell	0	6	1	0	0	0	1	1
104876205_378245749017817088_10	378245749017817088	https://twitter.com/realdonaldtrump/status/378245749017817088	104876205	Don't say I'm better off dead, 'Cause heaven's full and <b>hell</b> won't have me. Won't you make some room in your bed?	hell	0	0	0	0	1	6	5	1
1049184229_310950732906000384_2	310950732906000384	https://twitter.com/realdonaldtrump/status/310950732906000384	1049184229	Her tired <b>ass.</b> <USER> home sweet him <URL>	ass	4	0	1	2	0	0	0	1
148564357_354156774317764608_9	354156774317764608	https://twitter.com/realdonaldtrump/status/354156774317764608	148564357	<USER> that sucks, I'm not tired either and brads <b>pissed</b> haha he's telling me to get off my phone and close my eyes #sleepisfortheweak?	pissed	0	5	1	1	0	0	1	1
704348603_711734332956680193_3	711734332956680193	https://twitter.com/realdonaldtrump/status/711734332956680193	704348603	carol what the <b>fuck</b> #TheWalkingDead	fuck	0	4	3	0	0	0	1	1
35513134_686396018183782400_5	686396018183782400	https://twitter.com/realdonaldtrump/status/686396018183782400	35513134	Leo! He ate liver and <b>shit!</b> He slept inside a tauntaun! LEOOOOOOOO!!!	shit	0	2	2	3	0	0	3	1
3425196581_636740092812509185_22	636740092812509185	https://twitter.com/realdonaldtrump/status/636740092812509185	3425196581	Once I live my dream and adopt a bunch of Pitbulls, I will never live in a house that doesn't allow them. <b>Fuck</b> people who are against them.	fuck	5	1	0	1	0	0	0	1
51644706_153693351546339328_15	153693351546339328	https://twitter.com/realdonaldtrump/status/153693351546339328	51644706	Cont. 'I have loved unselfishly, and I have fondled hatred with the red-hot tongs of <b>Hell.</b> That's living.' Zora Neal Hurston	hell	0	0	2	0	0	5	5	1
415245900_385905957865541632_13	385905957865541632	https://twitter.com/realdonaldtrump/status/385905957865541632	415245900	i will forever be a fan of les twins but i sure as <b>hell</b> don't have to be a fan of le ho they wit. if she ain't wifey, i ain't supporting!	hell	0	1	3	2	0	1	2	1
2448159428_582779692257701888_8	582779692257701888	https://twitter.com/realdonaldtrump/status/582779692257701888	2448159428	Hilarious roast of Justin Bieber! Rip that little <b>shit</b> a new one! #BieberRoast #roastofjustinbieber	shit	4	1	2	0	0	0	0	1
242136273_402237105398501377_24	402237105398501377	https://twitter.com/realdonaldtrump/status/402237105398501377	242136273	How the fuck did Russell Wilson win Rams Top Performer award?!? Only 230 yards and 2 tds..fucked up media bias in love with the <b>fuckin</b> hawks	fuckin	2	0	5	0	0	0	2	1
388664920_446495931953717248_13	446495931953717248	https://twitter.com/realdonaldtrump/status/446495931953717248	388664920	<USER> if Michigan is in a close game that is decided by a <b>shit</b> foul at end I will be upset but also say they shouldnt have allowed it	shit	0	1	5	1	0	0	2	1
773929586_266046238078689281_21	266046238078689281	https://twitter.com/realdonaldtrump/status/266046238078689281	773929586	<USER> Are you an honors grad, or just getting by. Stop your bitching and get out there are create your own <b>damn</b> future.	damn	0	0	7	0	0	0	2	1
369332000_293847950927491072_0	293847950927491072	https://twitter.com/realdonaldtrump/status/293847950927491072	369332000	<b>Fucking</b> trains..	fucking	2	3	2	0	0	0	1	1
259992656_537769834604670976_7	537769834604670976	https://twitter.com/realdonaldtrump/status/537769834604670976	259992656	Why does my house always smell like <b>ass.</b> #ohwait #iunderstandnow #mwahahahjk	ass	0	0	2	5	0	0	3	1
26605317_21794139741884416_2	21794139741884416	https://twitter.com/realdonaldtrump/status/21794139741884416	26605317	Bored and <b>pissed</b> cause my Sims 2 disk isn't working. Brice and his daddy are asleep. Body is tired but, brain is wide awake!	pissed	0	5	1	1	0	0	1	1
236466016_336706206750105600_1	336706206750105600	https://twitter.com/realdonaldtrump/status/336706206750105600	236466016	Ill <b>fuck</b> your mind , and won't stop until you cum .	fuck	1	1	2	3	0	0	3	1
1110247477_356081854400561152_8	356081854400561152	https://twitter.com/realdonaldtrump/status/356081854400561152	1110247477	Asia is back if you a bitch, a <b>shit</b> talker and attention craver GTFO ! Don't fukk with meh, cause youu hoes don't get to meh no more	shit	2	1	3	1	0	0	2	1
1110247477_356081854400561152_6	356081854400561152	https://twitter.com/realdonaldtrump/status/356081854400561152	1110247477	Asia is back if you a <b>bitch,</b> a shit talker and attention craver GTFO ! Don't fukk with meh, cause youu hoes don't get to meh no more	bitch	6	1	0	0	0	0	0	1
63354277_143877236980854784_5	143877236980854784	https://twitter.com/realdonaldtrump/status/143877236980854784	63354277	Hey Cole must have an <b>ass</b> for a face cause all that's coming out is crap!	ass	2	0	1	4	0	0	3	1
1321712900_522934151801212930_13	522934151801212930	https://twitter.com/realdonaldtrump/status/522934151801212930	1321712900	Matts girlfriend is WAY to calm in that situation. I woulda killed his <b>ass!</b> #BreakingAmish	ass	4	0	0	3	0	0	0	1
18346407_679804221194153984_13	679804221194153984	https://twitter.com/realdonaldtrump/status/679804221194153984	18346407	Mistakes happen but here's to making them funny And anyway, who gives a <b>shit</b> about beauty pageants anymore,... <URL>	shit	0	3	0	4	0	0	3	1
33130809_687004164799475712_8	687004164799475712	https://twitter.com/realdonaldtrump/status/687004164799475712	33130809	<USER> get a good lawyer and sue their <b>ass.</b>	ass	1	1	1	4	0	0	3	1
2181179323_435509709312118784_3	435509709312118784	https://twitter.com/realdonaldtrump/status/435509709312118784	2181179323	car shopping aka <b>hell</b>	hell	0	4	1	1	0	1	1	1
3224857470_909320513662496768_19	909320513662496768	https://twitter.com/realdonaldtrump/status/909320513662496768	3224857470	can someone please recommend me some good jicheol fics?? all the ones I'm finding on ao3 have the weirdest <b>shit</b> in it	shit	0	2	1	4	0	0	3	1
