id	tweet_id	tweet_url	user_id	tweet	target_word	Aggression	Emotion	Emphasis	Auxiliary	Signal Group Identity	Non-Vulgar	Majority	Has_Majority
392301640_489599176641368065_3	489599176641368065	https://twitter.com/realdonaldtrump/status/489599176641368065	392301640	Stop calling women <b>bitches</b> and whores and sluts. They aren't a commodity. #amen #feminismatchurch	bitches	2	0	0	0	5	0	4	1
2900071336_547214937396105216_11	547214937396105216	https://twitter.com/realdonaldtrump/status/547214937396105216	2900071336	<USER> All students should be required to read 'A Problem from <b>Hell.'</b> The work you do is truly amazing!	hell.'	0	0	0	0	0	7	5	1
39172835_58260556703989760_5	58260556703989760	https://twitter.com/realdonaldtrump/status/58260556703989760	39172835	Kobe Bryant calls ref a <b>'faggot'</b> on national tv, then reminds us he's totally gay-friendly still, y'all: <URL>	faggot'	2	1	0	1	3	0	4	1
24441171_245321059388243971_1	245321059388243971	https://twitter.com/realdonaldtrump/status/245321059388243971	24441171	Stupid <b>ass</b> coaches #TheVoice	ass	1	0	5	1	0	0	2	1
28190854_720334319546294273_1	720334319546294273	https://twitter.com/realdonaldtrump/status/720334319546294273	28190854	OH <b>SHIT</b> SON <URL>	shit	0	5	2	0	0	0	1	1
299420900_653062080438902784_7	653062080438902784	https://twitter.com/realdonaldtrump/status/653062080438902784	299420900	<USER> but also, don't bring me to <b>fucking</b> blo-no	fucking	1	0	6	0	0	0	2	1
1117714796_539225213603680256_15	539225213603680256	https://twitter.com/realdonaldtrump/status/539225213603680256	1117714796	You know it ain't a novela when one of the mains loses their memories and <b>shit</b> gets sad and they're all crying.	shit	0	1	1	5	0	0	3	1
1239864266_465081702105104386_11	465081702105104386	https://twitter.com/realdonaldtrump/status/465081702105104386	1239864266	The farmer in the dell, the farmer in the dell, high <b>ho</b> the dairy oh, the farmer in the dell.	ho	0	0	0	0	0	7	5	1
3459416961_920656951859712000_1	9.20657E+17	https://twitter.com/realdonaldtrump/status/920656951859712000	3459416961	Ho <b>ho</b> WOAH! I could fly for FREE to see my family! <URL> <URL>	ho	0	1	0	0	0	6	5	1
935979132_351164902129410048_2	351164902129410048	https://twitter.com/realdonaldtrump/status/351164902129410048	935979132	<USER>_flattum <USER>_8 <b>damn</b> #impressive	damn	0	2	4	1	0	0	2	1
33939213_223079050044915713_1	223079050044915713	https://twitter.com/realdonaldtrump/status/223079050044915713	33939213	Holy <b>shit</b> my Dhalsim is rusty	shit	0	4	3	0	0	0	1	1
30679196_100154625386217473_11	100154625386217473	https://twitter.com/realdonaldtrump/status/100154625386217473	30679196	<USER> Ronnie you're real as fuck, suicide is for pansy ass <b>bitches.</b>	bitches	3	1	0	1	2	0	0	1
480728639_214905877621256193_8	214905877621256193	https://twitter.com/realdonaldtrump/status/214905877621256193	480728639	Everyone text this number 918-221-5130. Bitch is talking <b>shit</b> about my baby. #immaknockabitchout!	shit	1	2	0	4	0	0	3	1
480728639_214905877621256193_5	214905877621256193	https://twitter.com/realdonaldtrump/status/214905877621256193	480728639	Everyone text this number 918-221-5130. <b>Bitch</b> is talking shit about my baby. #immaknockabitchout!	bitch	6	0	0	0	1	0	0	1
2252776920_414220549854724096_15	414220549854724096	https://twitter.com/realdonaldtrump/status/414220549854724096	2252776920	Im gonna tell my dad to go back to college so I can buy more <b>shit.'</b> <USER>	shit.'	0	1	2	4	0	0	3	1
1514546700_936251585990144000_0	9.36252E+17	https://twitter.com/realdonaldtrump/status/936251585990144000	1514546700	<b>Fuck</b> you <USER> <URL>	fuck	6	1	0	0	0	0	0	1
41462009_330322334382706689_6	330322334382706689	https://twitter.com/realdonaldtrump/status/330322334382706689	41462009	<USER> Mitchell Boggs optioned Its about <b>damn</b> time!	damn	0	0	7	0	0	0	2	1
488030499_468026941006548993_5	468026941006548993	https://twitter.com/realdonaldtrump/status/468026941006548993	488030499	Ya I don't give a <b>fuck</b> if you're in the army. I don't know you. My waist is not for your hand. Hope your throat is ok. #pissed	fuck	2	5	0	0	0	0	1	1
107031829_376664106579001344_8	376664106579001344	https://twitter.com/realdonaldtrump/status/376664106579001344	107031829	S01E04-5. You what they say, karma is a <b>b*tch.</b> Even more so when you can't keep your accomplishm... #Capture #GetGlue <URL>	b*tch	1	2	1	3	0	0	3	1
59045313_449436391873593345_1	449436391873593345	https://twitter.com/realdonaldtrump/status/449436391873593345	59045313	<USER> <b>Hell</b> YEAH!	hell	0	4	2	1	0	0	1	1
3163465127_821532602628788225_0	821532602628788225	https://twitter.com/realdonaldtrump/status/821532602628788225	3163465127	<b>fucking</b> over it !!	fucking	1	5	1	0	0	0	1	1
3195695389_635244875114418176_9	635244875114418176	https://twitter.com/realdonaldtrump/status/635244875114418176	3195695389	<USER> in case u didn't know, tf means the <b>fuck</b> and GAF means gives a fuck. Keep ur complaints to urself or quit following	fuck	1	1	1	4	0	0	3	1
3362780789_713173747595739136_6	713173747595739136	https://twitter.com/realdonaldtrump/status/713173747595739136	3362780789	it needs to be the d' <b>'hoe......</b> YOU DONT KNOW'	hoe	3	2	1	1	0	0	0	1
532597010_481317253435371520_4	481317253435371520	https://twitter.com/realdonaldtrump/status/481317253435371520	532597010	I hate this emotional <b>shit</b>	shit	0	6	0	1	0	0	1	1
189978853_614172505796923392_0	614172505796923392	https://twitter.com/realdonaldtrump/status/614172505796923392	189978853	<b>Fuck</b> yeah! give it to me this is heaven, what i truly want.	fuck	0	5	2	0	0	0	1	1
24441171_240574955090227201_6	240574955090227201	https://twitter.com/realdonaldtrump/status/240574955090227201	24441171	Anyone who buys into this sexist, <b>slut</b> shaming bullshit is just as much of a cunt as Situation and Ashley. #CBB	slut	3	0	1	1	2	0	0	1
1684312272_626862406761869313_4	626862406761869313	https://twitter.com/realdonaldtrump/status/626862406761869313	1684312272	<USER> he was so <b>pissed</b> ud83dude02	pissed	1	4	0	2	0	0	1	1
21820044_128489746254147584_15	128489746254147584	https://twitter.com/realdonaldtrump/status/128489746254147584	21820044	I'm back..well I never left (just been silent). I feel like all I've done is <b>bitch</b> about my Jeep. What's new with everyone?	bitch	2	2	0	3	0	0	3	1
565822574_445056623594065920_20	445056623594065920	https://twitter.com/realdonaldtrump/status/445056623594065920	565822574	<USER> you should know this one: The Day the Music Died is about Buddy Hollys death. Hotel California is about <b>hell</b>	hell	0	1	0	1	0	5	5	1
1158727531_299981065890709504_1	299981065890709504	https://twitter.com/realdonaldtrump/status/299981065890709504	1158727531	Thirsty <b>bitch</b> . No respect for that #truth	bitch	5	1	0	0	1	0	0	1
24095706_290606148372025344_6	290606148372025344	https://twitter.com/realdonaldtrump/status/290606148372025344	24095706	Yay, I ate one whole graham <b>cracker!</b>	cracker	0	0	0	0	0	7	5	1
1700920166_401568251387195392_5	401568251387195392	https://twitter.com/realdonaldtrump/status/401568251387195392	1700920166	<USER> just payin' it back. <b>Hell</b> girl you were just dropping Immortal Tech lyrics. On the same page...in the same sentence, ma'am.	hell	0	1	3	2	0	1	2	1
128745116_9828811768074240_12	9.82881E+15	https://twitter.com/realdonaldtrump/status/9828811768074240	128745116	<USER> 'If I weren't a christian I would pretty much be a <b>hoe...'</b>	hoe...'	1	0	0	2	4	0	4	1
310618486_522211003946524672_3	522211003946524672	https://twitter.com/realdonaldtrump/status/522211003946524672	310618486	<USER> shut the <b>fuck</b> up	fuck	3	2	2	0	0	0	0	1
3425758336_796070609226698753_3	796070609226698753	https://twitter.com/realdonaldtrump/status/796070609226698753	3425758336	lol funny as <b>hell</b> <URL>	hell	0	4	3	0	0	0	1	1
236199582_892091154120019969_1	892091154120019969	https://twitter.com/realdonaldtrump/status/892091154120019969	236199582	Holy <b>damn.</b> Just looked to see why Pete Rose was trending. #PeteRose <URL>	damn	0	4	3	0	0	0	1	1
1480136082_488845861611241472_4	488845861611241472	https://twitter.com/realdonaldtrump/status/488845861611241472	1480136082	I don't give a <b>damn</b> who u are....everybody's hiding something	damn	0	5	2	0	0	0	1	1
152736052_121615040116830209_11	121615040116830209	https://twitter.com/realdonaldtrump/status/121615040116830209	152736052	So glad my Twitter feed is not blowing up with iPhone <b>shit.</b>	shit	1	3	2	1	0	0	1	1
246549549_363678495588630528_11	363678495588630528	https://twitter.com/realdonaldtrump/status/363678495588630528	246549549	Sittin in <USER> parking lot eating my Subway and feelin like <b>hell...</b> good start to this Saturday Id say	hell	0	4	2	0	0	1	1	1
2495342468_614637486174785540_0	614637486174785540	https://twitter.com/realdonaldtrump/status/614637486174785540	2495342468	<b>ass</b> to the grass	ass	0	1	1	4	0	1	3	1
2908103277_903246798713704449_19	903246798713704449	https://twitter.com/realdonaldtrump/status/903246798713704449	2908103277	I keep having dreams about people I hate, I don't get what's going on. Lml got me waking up <b>pissed</b>	pissed	0	7	0	0	0	0	1	1
952930603_311129036564877314_13	311129036564877314	https://twitter.com/realdonaldtrump/status/311129036564877314	952930603	German teacher: 'twat is a slang for a females parts' Kid:'oh like a <b>cunt!'</b>	cunt!'	2	1	0	4	0	0	3	1
2972213533_713553476412973057_3	713553476412973057	https://twitter.com/realdonaldtrump/status/713553476412973057	2972213533	<USER> that's a <b>fucking</b> tortilla	fucking	0	0	7	0	0	0	2	1
346605829_475602606312538112_4	475602606312538112	https://twitter.com/realdonaldtrump/status/475602606312538112	346605829	I'm #Viggling Dates From <b>Hell.</b> TV loves you back with #ViggleTV. Watch TV. Earn Points. Get Rewards.	hell	0	1	1	2	0	3	5	1
17186530_200359203355889664_8	200359203355889664	https://twitter.com/realdonaldtrump/status/200359203355889664	17186530	<USER> <USER> Barack Obama's campaign is going to <b>Hell</b> in a hand basket. #dontmesswithmarriage #savemarriage #Mitt2012	hell	0	1	1	1	1	3	5	1
31220313_664704167601016833_15	664704167601016833	https://twitter.com/realdonaldtrump/status/664704167601016833	31220313	The fact that George Ezra looks like he's 12 really distracts from his sultry voice. <b>Damn</b> you, <USER> Now it's all ruined.	damn	4	2	1	0	0	0	0	1
839083290_271361841895202816_14	271361841895202816	https://twitter.com/realdonaldtrump/status/271361841895202816	839083290	Seriously? Day went from great to shit within two minutes of being home. #fourmoredaysofthis? <b>#shit</b>	shit	0	5	1	1	0	0	1	1
27640903_707595598476800000_11	7.07596E+17	https://twitter.com/realdonaldtrump/status/707595598476800000	27640903	Snowden: FBI's claim it can't unlock the San Bernardino iPhone is <b>'bullshit'</b> <URL>	bullshit'	1	4	2	0	0	0	1	1
4895831833_708812608304914434_14	708812608304914434	https://twitter.com/realdonaldtrump/status/708812608304914434	4895831833	<USER> My plan is too try and get my freak on! I love eating <b>pussy!!!</b> <URL>	pussy	0	1	2	3	1	0	3	1
2149601869_645415454987694080_8	645415454987694080	https://twitter.com/realdonaldtrump/status/645415454987694080	2149601869	<USER> <USER> damn katie out here flamin and <b>shit</b>	shit	0	3	2	2	0	0	1	1
354348669_134425808130412545_6	134425808130412545	https://twitter.com/realdonaldtrump/status/134425808130412545	354348669	This day has done nothing but <b>piss</b> me off #over it errrr	piss	1	6	0	0	0	0	1	1
1380337848_463714661993840640_5	463714661993840640	https://twitter.com/realdonaldtrump/status/463714661993840640	1380337848	95 on my Capstone project <b>hell</b> yeah!	hell	0	2	5	0	0	0	2	1
2972213533_850198637883695105_4	850198637883695105	https://twitter.com/realdonaldtrump/status/850198637883695105	2972213533	<USER> Don't do that <b>shit</b>	shit	2	1	0	4	0	0	3	1
1204050956_597943711012622336_8	597943711012622336	https://twitter.com/realdonaldtrump/status/597943711012622336	1204050956	Soulshine, It's better than sunshine, better than moonshine, <b>damn</b> sure better than rain. <3	damn	0	1	6	0	0	0	2	1
71507676_312646104544067584_6	312646104544067584	https://twitter.com/realdonaldtrump/status/312646104544067584	71507676	<USER> you sound like a whiny <b>bitch.</b> Isn't the rule to be on time for your own show.	bitch	6	0	1	0	0	0	0	1
30679196_1937865867_7	1937865867	https://twitter.com/realdonaldtrump/status/1937865867	30679196	God damnit now I`m twenty, yuckkk! <Mann, <b>fuck</b> life!>	fuck	0	6	0	0	1	0	1	1
1358180336_343833391982067714_1	343833391982067714	https://twitter.com/realdonaldtrump/status/343833391982067714	1358180336	<USER> <b>PUTO</b> NO RESPONDES A TU PUBLICO	puto	1	0	0	0	2	4	5	1
25807866_169486292386717696_2	169486292386717696	https://twitter.com/realdonaldtrump/status/169486292386717696	25807866	its about <b>damn</b> time Sami laid the smack down on Carrie #days	damn	0	1	6	0	0	0	2	1
150047469_10125121264025600_0	1.01251E+16	https://twitter.com/realdonaldtrump/status/10125121264025600	150047469	<b>Fucking</b> wml server!.....cannot connect	fucking	1	2	4	0	0	0	2	1
405869085_434911428990865408_1	434911428990865408	https://twitter.com/realdonaldtrump/status/434911428990865408	405869085	<USER> <b>fuck</b> that dude	fuck	6	1	0	0	0	0	0	1
247500956_546369682815860737_24	546369682815860737	https://twitter.com/realdonaldtrump/status/546369682815860737	247500956	college sucks i'm not going to pay $70 - $80 to write an essay and stress out just so you can reject me. like <b>fuck</b> you	fuck	4	2	0	0	1	0	0	1
3195695389_641849188934938624_3	641849188934938624	https://twitter.com/realdonaldtrump/status/641849188934938624	3195695389	<USER> What the <b>hell</b> made them want to do something so insanely stupid and extremely irresponsible?!?!?!	hell	0	2	4	0	0	1	2	1
467824710_309457391739604993_6	309457391739604993	https://twitter.com/realdonaldtrump/status/309457391739604993	467824710	<USER> hey its me the cheater...lol <b>asshole.</b>	asshole	3	1	1	0	2	0	0	1
1007743088_452930676783071233_10	452930676783071233	https://twitter.com/realdonaldtrump/status/452930676783071233	1007743088	<USER>_leone We need to hang out this summer. We can <b>bitch</b> so much	bitch	0	2	1	3	0	1	3	1
488030499_541887359881863168_3	541887359881863168	https://twitter.com/realdonaldtrump/status/541887359881863168	488030499	Alright I'm seeing <b>shit.</b> It's bed time.	shit	0	2	2	3	0	0	3	1
517143546_367058095069220865_5	367058095069220865	https://twitter.com/realdonaldtrump/status/367058095069220865	517143546	Hidden Camera : Grab that <b>ass!</b> How dare ?! (Mad boys) #AppTrailers [1 views]: <URL>	ass	0	1	0	6	0	0	3	1
532597010_595799771270479873_10	595799771270479873	https://twitter.com/realdonaldtrump/status/595799771270479873	532597010	If pole dancing is an art you kno how many <b>fucking</b> artists I know?	fucking	0	0	6	0	1	0	2	1
3370173412_740516195682684928_1	740516195682684928	https://twitter.com/realdonaldtrump/status/740516195682684928	3370173412	<USER> <b>Bullshit</b> story. How can ISIS set up shop in a Catholic country? Please do tell.	bullshit	0	2	3	2	0	0	2	1
24441171_240286436300029953_13	240286436300029953	https://twitter.com/realdonaldtrump/status/240286436300029953	24441171	I hope Sitch or Samantha go. So sick of this BS sexism and <b>slut</b> shaming against Rhian and Danica. #CBB	slut	3	0	0	0	2	2	0	1
159566350_773544621259558912_12	773544621259558912	https://twitter.com/realdonaldtrump/status/773544621259558912	159566350	Starting a club called 'Annoyed with Life.' Member requirement: Being annoyed by <b>#bullshit.</b> Now accepting applications. #overit #annoyed	bullshit	0	4	1	2	0	0	1	1
2495342468_594946688592281600_9	594946688592281600	https://twitter.com/realdonaldtrump/status/594946688592281600	2495342468	<USER> get tf out of my room what the <b>hell</b>	hell	1	5	1	0	0	0	1	1
36696995_854537834824441856_1	854537834824441856	https://twitter.com/realdonaldtrump/status/854537834824441856	36696995	Slightly <b>Pissed</b> Off Max #RuinSciFi <USER>	pissed	1	5	1	0	0	0	1	1
839083290_356642199317921793_4	356642199317921793	https://twitter.com/realdonaldtrump/status/356642199317921793	839083290	Wisdom teeth surgery tomorrow... <b>#shit</b>	shit	0	6	0	0	1	0	1	1
22587099_934944904001867776_1	934944904001867776	https://twitter.com/realdonaldtrump/status/934944904001867776	22587099	<USER> <b>Hell</b> yeah	hell	0	0	6	0	0	1	2	1
2374832580_445567694793089024_1	445567694793089024	https://twitter.com/realdonaldtrump/status/445567694793089024	2374832580	I <b>fucking</b> hate the bookstore on everything I ordered my book back in January & it never came in	fucking	0	1	5	1	0	0	2	1
59045313_16156045598_6	16156045598	https://twitter.com/realdonaldtrump/status/16156045598	59045313	<USER> ~thats what happens when you <b>fuck</b> with jack's 'stash' :P	fuck	1	0	0	6	0	0	3	1
2650598568_929772759831289856_2	929772759831289856	https://twitter.com/realdonaldtrump/status/929772759831289856	2650598568	grow the <b>fuck</b> up becky <URL>	fuck	2	1	4	0	0	0	2	1
935979132_519687562479140865_6	519687562479140865	https://twitter.com/realdonaldtrump/status/519687562479140865	935979132	<USER> it's spelt cardinals not giants.... <b>Damn</b> autocorrect	damn	1	2	4	0	0	0	2	1
3249393374_634693147348484096_4	634693147348484096	https://twitter.com/realdonaldtrump/status/634693147348484096	3249393374	Da fuq is this <b>shit</b> <URL>	shit	0	2	1	3	1	0	3	1
3370173412_738798990322470912_9	738798990322470912	https://twitter.com/realdonaldtrump/status/738798990322470912	3370173412	<USER> <USER> <USER> You can't though. You are a <b>pussy</b> and I am armed.	pussy	5	0	1	0	1	0	0	1
22587099_876021565963608064_3	876021565963608064	https://twitter.com/realdonaldtrump/status/876021565963608064	22587099	<USER> <USER> Oh <b>hell</b> no! That would set me into an OCD bug out	hell	0	2	5	0	0	0	2	1
171777439_515677344703725568_29	515677344703725568	https://twitter.com/realdonaldtrump/status/515677344703725568	171777439	People that are full of themselves are the worst like I dont care if youre Oprah or a trash can the least you can do is not be an <b>ass</b>	ass	3	1	1	1	1	0	0	1
22383791_699293073080258560_23	699293073080258560	https://twitter.com/realdonaldtrump/status/699293073080258560	22383791	I went to go check on the food I put in my crockpot like an hour ago only to find out my stupid <b>ass</b> didn't even turn the crockpot on ud83dude12	ass	0	1	2	4	0	0	3	1
843409740_383678744369455104_2	383678744369455104	https://twitter.com/realdonaldtrump/status/383678744369455104	843409740	What the <b>f*ck</b> is going on with this mental state of mine! #SwearToGodIAmAboutToCry #ForNoReason #whatthefrenchtoast	f*ck	0	4	2	1	0	0	1	1
26051041_934419968019623938_4	934419968019623938	https://twitter.com/realdonaldtrump/status/934419968019623938	26051041	talk a lot of <b>shit</b> about self-growth and maturity then go back to making the same dumbass decisions you did in high school smh	shit	4	0	2	1	0	0	0	1
1592121240_447179260948922368_5	447179260948922368	https://twitter.com/realdonaldtrump/status/447179260948922368	1592121240	I would, WOULD, get my <b>damn</b> period four hours before my birthday	damn	0	0	7	0	0	0	2	1
1043452525_442757510609375232_10	442757510609375232	https://twitter.com/realdonaldtrump/status/442757510609375232	1043452525	Every time my dad loses on Candy Crush I hear <b>'bastard'</b>	bastard'	2	3	1	1	0	0	1	1
22383791_355910625462988800_16	355910625462988800	https://twitter.com/realdonaldtrump/status/355910625462988800	22383791	Me another one? yes omfg talk forever and then i had pizza for bees in the <b>fuck</b> did I CAN'T TYPE *look at. u2014 <URL>	fuck	0	4	1	2	0	0	1	1
15851225_941396304827215873_2	941396304827215873	https://twitter.com/realdonaldtrump/status/941396304827215873	15851225	<USER> Oh <b>hell</b> yeah!	hell	0	4	3	0	0	0	1	1
220223369_151159238637535233_4	151159238637535233	https://twitter.com/realdonaldtrump/status/151159238637535233	220223369	<USER> quit being mean <b>fag</b> lol	fag	5	0	0	0	2	0	0	1
260255296_340593569280704512_1	340593569280704512	https://twitter.com/realdonaldtrump/status/340593569280704512	260255296	<USER> <b>f?ck</b> you come to New York then I'll give a sh%t	f?ck	3	4	0	0	0	0	1	1
292961370_224684338871148545_28	224684338871148545	https://twitter.com/realdonaldtrump/status/224684338871148545	292961370	So tired. I love deadbeat men who won't do anything for their home and makes the women in the house do it all so he can play videogames. <b>Ass</b>	ass	4	1	1	1	0	0	0	1
1016399695_916468873691623424_2	916468873691623424	https://twitter.com/realdonaldtrump/status/916468873691623424	1016399695	<USER> <USER> <b>DAMN</b> IT. I was gonna say that	damn	1	4	2	0	0	0	1	1
363943044_274701676273860608_6	274701676273860608	https://twitter.com/realdonaldtrump/status/274701676273860608	363943044	Just typed the longest text ever!!! <b>Damn</b> my temper is getting worse by the week...	damn	1	2	4	0	0	0	2	1
94858206_225029259192832000_7	2.25029E+17	https://twitter.com/realdonaldtrump/status/225029259192832000	94858206	<USER> yeah she's really cute when she's <b>pissed</b> and confused at the same time	pissed	0	4	0	3	0	0	1	1
411162914_465661271178637312_3	465661271178637312	https://twitter.com/realdonaldtrump/status/465661271178637312	411162914	<USER> MINE ARE <b>SHITTY</b> IM SO MAD STILL!!!!!!!	shitty	1	5	1	0	0	0	1	1
41645088_49561698817945600_7	4.95617E+16	https://twitter.com/realdonaldtrump/status/49561698817945600	41645088	O death where is your sting? O <b>hell</b> where is your victory? O church come stand in the light, our God is not dead, He's alive, He's alive!'	hell	0	1	0	1	0	5	5	1
28190854_695817860275261440_13	695817860275261440	https://twitter.com/realdonaldtrump/status/695817860275261440	28190854	OMG Loki had a superhero landing and after the Deadpool clip I AM <b>FUCKING</b> DYING	fucking	0	1	6	0	0	0	2	1
1633175671_548691634494640128_7	548691634494640128	https://twitter.com/realdonaldtrump/status/548691634494640128	1633175671	All these time hop posts annoy the <b>piss</b> out of me on Facebook. Stop stop stop stop. Or at least save it for throw back Thursday.	piss	0	2	0	5	0	0	3	1
50251845_114449788983967745_15	114449788983967745	https://twitter.com/realdonaldtrump/status/114449788983967745	50251845	<USER> I have a name tag at work that says, 'Hi, treat me like like <b>shit</b> today.' Now if my boss would only let me wear it.	shit	0	6	0	1	0	0	1	1
16876834_682404740710400000_5	6.82405E+17	https://twitter.com/realdonaldtrump/status/682404740710400000	16876834	I'm so sick of this <b>shit</b>	shit	1	4	0	2	0	0	1	1
1633175671_530791990389391360_6	530791990389391360	https://twitter.com/realdonaldtrump/status/530791990389391360	1633175671	<USER> umm u don't follow me. <b>hoe.</b>	hoe	7	0	0	0	0	0	0	1
30398664_98616694527897600_20	9.86167E+16	https://twitter.com/realdonaldtrump/status/98616694527897600	30398664	I am realizing that all my followers have more followers than I do, maybe I shouldn't have been such an <b>asshole</b> all my life...nah I'm good	asshole	3	1	0	1	2	0	0	1
444758568_606290650686996480_9	606290650686996480	https://twitter.com/realdonaldtrump/status/606290650686996480	444758568	WHEN EXACLY WILL THE CHURCH GIVE MORE OF A <b>SHIT</b> ABOUT SURVIVORS THAN ABUSERS?! When pigs fly and unicorns shit rainbows? #duggarinterview	shit	1	3	1	2	0	0	1	1
3249393374_674364981081714688_5	674364981081714688	https://twitter.com/realdonaldtrump/status/674364981081714688	3249393374	You vegan people are the <b>shit'</b> made my day <URL>	shit'	0	3	2	2	0	0	1	1
1105777184_374573524356042752_11	374573524356042752	https://twitter.com/realdonaldtrump/status/374573524356042752	1105777184	<USER> Yes but a lot of sass and a lot of <b>ass?</b> A little over the top don't you think?	ass	0	1	0	6	0	0	3	1
2931733350_682102519275876352_2	682102519275876352	https://twitter.com/realdonaldtrump/status/682102519275876352	2931733350	<USER> Cool <b>ass</b> fuck metallica master of puppets i like you fallowed	ass	0	0	6	1	0	0	2	1
2931733350_682102519275876352_3	682102519275876352	https://twitter.com/realdonaldtrump/status/682102519275876352	2931733350	<USER> Cool ass <b>fuck</b> metallica master of puppets i like you fallowed	fuck	0	0	6	1	0	0	2	1
981680582_511071401294716928_6	511071401294716928	https://twitter.com/realdonaldtrump/status/511071401294716928	981680582	hey FUCKING KARMA BITCH.... dude is <b>damn</b> lucky... i look at my mare and think ohhh man i never ever wanna piss... <URL>	damn	0	1	5	1	0	0	2	1
981680582_511071401294716928_1	511071401294716928	https://twitter.com/realdonaldtrump/status/511071401294716928	981680582	hey <b>FUCKING</b> KARMA BITCH.... dude is damn lucky... i look at my mare and think ohhh man i never ever wanna piss... <URL>	fucking	1	1	4	0	1	0	2	1
981680582_511071401294716928_3	511071401294716928	https://twitter.com/realdonaldtrump/status/511071401294716928	981680582	hey FUCKING KARMA <b>BITCH....</b> dude is damn lucky... i look at my mare and think ohhh man i never ever wanna piss... <URL>	bitch	6	1	0	0	0	0	0	1
453293054_498203077690675200_1	498203077690675200	https://twitter.com/realdonaldtrump/status/498203077690675200	453293054	This <b>bitch</b> just farted on my face. #poodle #cutebutdeadly <URL>	bitch	4	1	1	0	1	0	0	1
19566683_24694836781_1	24694836781	https://twitter.com/realdonaldtrump/status/24694836781	19566683	Good <b>Fucking</b> Design Advice at: <URL>	fucking	0	2	4	1	0	0	2	1
1619527567_760676748505649152_1	760676748505649152	https://twitter.com/realdonaldtrump/status/760676748505649152	1619527567	A <b>fuck</b> boi is a fuck boi is a fuck boi	fuck	2	1	3	0	1	0	2	1
24046872_660266463006203904_6	660266463006203904	https://twitter.com/realdonaldtrump/status/660266463006203904	24046872	This better be cooler than the <b>damn</b> guy who got 'swallowed' by a snake on live tv... #ExorcismLive	damn	0	0	6	1	0	0	2	1
1619527567_760676748505649152_9	760676748505649152	https://twitter.com/realdonaldtrump/status/760676748505649152	1619527567	A fuck boi is a fuck boi is a <b>fuck</b> boi	fuck	3	0	2	0	2	0	0	1
730849968_889989392596643841_0	889989392596643841	https://twitter.com/realdonaldtrump/status/889989392596643841	730849968	<b>Fucking</b> <USER> you need to be shut down for good! That poor #baby never had a chance <USER> <USER> #Blackfish #orca	fucking	3	1	2	1	0	0	0	1
132669926_869959503592271874_2	869959503592271874	https://twitter.com/realdonaldtrump/status/869959503592271874	132669926	<USER> Years? <b>Damn</b> you are old!	damn	0	2	5	0	0	0	2	1
1700920166_407367014852722688_14	407367014852722688	https://twitter.com/realdonaldtrump/status/407367014852722688	1700920166	<USER> your iPhone library is a shitload better than mine, and mine is pretty <b>damn</b> respectable.	damn	0	0	7	0	0	0	2	1
1426680918_853016470690856964_4	853016470690856964	https://twitter.com/realdonaldtrump/status/853016470690856964	1426680918	<USER> #crying that part <b>fucking</b> killed me	fucking	0	2	5	0	0	0	2	1
2949758896_611584679095963648_10	611584679095963648	https://twitter.com/realdonaldtrump/status/611584679095963648	2949758896	the music in the remastered version of ff7 sounds like <b>shit</b>	shit	0	6	1	0	0	0	1	1
582798157_244495599435661313_19	244495599435661313	https://twitter.com/realdonaldtrump/status/244495599435661313	582798157	<USER> how tall r u , u look really tall on. tv. How did u get such a great <b>ass</b> i'm so jealous lol . Wish u the best smooches!	ass	0	0	0	7	0	0	3	1
952136497_587093525486899200_0	587093525486899200	https://twitter.com/realdonaldtrump/status/587093525486899200	952136497	<b>Fuck</b> conveyor belts <USER>_debiew	fuck	1	5	1	0	0	0	1	1
247015593_625789927792484352_5	625789927792484352	https://twitter.com/realdonaldtrump/status/625789927792484352	247015593	Then suddenly shes not your <b>ho</b> no mo <USER> <URL>	ho	1	1	0	0	4	1	4	1
107031829_236824709554122754_9	236824709554122754	https://twitter.com/realdonaldtrump/status/236824709554122754	107031829	Late post: #photoadayaug August 15 - ready. Sip-sip Pozo <b>Negro</b> ready to serve you. #funny #signs <URL>	negro	2	0	0	0	4	1	4	1
251931074_131902568224927744_3	131902568224927744	https://twitter.com/realdonaldtrump/status/131902568224927744	251931074	Erryday Erryday Erryday <b>Fuck</b> what anybody say	fuck	0	3	2	2	0	0	1	1
392301640_523248323327983616_12	523248323327983616	https://twitter.com/realdonaldtrump/status/523248323327983616	392301640	You better enjoy my ass now' 'I enjoy YOU but not your <b>ass.'</b>	ass.'	1	1	1	3	1	0	3	1
585091678_513823699926286336_9	513823699926286336	https://twitter.com/realdonaldtrump/status/513823699926286336	585091678	<USER> stop caring about people that dont give a <b>fuck</b> about youu201d hmmm	fuck	0	4	1	2	0	0	1	1
6740082_901627415365120000_6	9.01627E+17	https://twitter.com/realdonaldtrump/status/901627415365120000	6740082	<USER> 'Tom, that was the worst <b>damn</b> TED Talk I've ever heard.'	damn	0	0	7	0	0	0	2	1
28190854_694972031650045952_14	694972031650045952	https://twitter.com/realdonaldtrump/status/694972031650045952	28190854	1yr ago we were having twitter discussions about how Christian Grey is an abusive <b>asshole</b> thanks to <USER> and it's crackin me up	asshole	3	2	0	0	2	0	0	1
